STATE,ST_CASE,VEH_NO,PER_NO,NMIMPAIR,YEAR
Texas,481152.0,0.0,1.0,"Under the Influence of Alcohol, Drugs or Medication",2015
Texas,481154.0,0.0,1.0,None/Apparently Normal,2015
Texas,481157.0,0.0,1.0,None/Apparently Normal,2015
Texas,481166.0,0.0,1.0,None/Apparently Normal,2015
Texas,481167.0,0.0,1.0,"Under the Influence of Alcohol, Drugs or Medication",2015
Texas,481172.0,0.0,1.0,None/Apparently Normal,2015
Texas,481190.0,0.0,1.0,None/Apparently Normal,2015
Texas,481194.0,0.0,1.0,None/Apparently Normal,2015
Texas,481201.0,0.0,1.0,None/Apparently Normal,2015
Texas,481202.0,0.0,1.0,None/Apparently Normal,2015
Texas,481209.0,0.0,1.0,None/Apparently Normal,2015
Texas,481211.0,0.0,1.0,None/Apparently Normal,2015
Texas,481218.0,0.0,1.0,None/Apparently Normal,2015
Texas,481219.0,0.0,1.0,None/Apparently Normal,2015
Texas,481224.0,0.0,1.0,None/Apparently Normal,2015
Texas,481225.0,0.0,1.0,None/Apparently Normal,2015
Texas,481228.0,0.0,1.0,None/Apparently Normal,2015
Texas,481229.0,0.0,1.0,None/Apparently Normal,2015
Texas,481230.0,0.0,1.0,None/Apparently Normal,2015
Texas,481231.0,0.0,1.0,None/Apparently Normal,2015
Texas,481234.0,0.0,1.0,"Under the Influence of Alcohol, Drugs or Medication",2015
Texas,481246.0,0.0,1.0,None/Apparently Normal,2015
Texas,481258.0,0.0,1.0,None/Apparently Normal,2015
Texas,481265.0,0.0,1.0,"Under the Influence of Alcohol, Drugs or Medication",2015
Texas,481273.0,0.0,1.0,None/Apparently Normal,2015
Texas,481274.0,0.0,1.0,None/Apparently Normal,2015
Texas,481278.0,0.0,1.0,None/Apparently Normal,2015
Texas,481281.0,0.0,1.0,None/Apparently Normal,2015
Texas,481284.0,0.0,1.0,None/Apparently Normal,2015
Texas,481284.0,0.0,2.0,None/Apparently Normal,2015
Texas,481296.0,0.0,1.0,None/Apparently Normal,2015
Texas,481303.0,0.0,1.0,None/Apparently Normal,2015
Texas,481306.0,0.0,1.0,None/Apparently Normal,2015
Texas,481313.0,0.0,1.0,Deaf,2015
Texas,481313.0,0.0,1.0,"Under the Influence of Alcohol, Drugs or Medication",2015
Texas,481315.0,0.0,1.0,None/Apparently Normal,2015
Texas,481316.0,0.0,1.0,"Under the Influence of Alcohol, Drugs or Medication",2015
Texas,481341.0,0.0,1.0,None/Apparently Normal,2015
Texas,481358.0,0.0,1.0,None/Apparently Normal,2015
Texas,481363.0,0.0,1.0,None/Apparently Normal,2015
Texas,481371.0,0.0,1.0,None/Apparently Normal,2015
Texas,481374.0,0.0,1.0,None/Apparently Normal,2015
Texas,481381.0,0.0,1.0,None/Apparently Normal,2015
Texas,481385.0,0.0,1.0,None/Apparently Normal,2015
Texas,481385.0,0.0,2.0,None/Apparently Normal,2015
Texas,481385.0,0.0,3.0,None/Apparently Normal,2015
Texas,481393.0,0.0,1.0,None/Apparently Normal,2015
Texas,481402.0,0.0,1.0,None/Apparently Normal,2015
Texas,481414.0,0.0,1.0,None/Apparently Normal,2015
Texas,481418.0,0.0,1.0,None/Apparently Normal,2015
Texas,481423.0,0.0,1.0,None/Apparently Normal,2015
Texas,481426.0,0.0,1.0,None/Apparently Normal,2015
Texas,481427.0,0.0,1.0,"Under the Influence of Alcohol, Drugs or Medication",2015
Texas,481428.0,0.0,1.0,None/Apparently Normal,2015
Texas,481433.0,0.0,1.0,None/Apparently Normal,2015
Texas,481438.0,0.0,1.0,None/Apparently Normal,2015
Texas,481439.0,0.0,1.0,None/Apparently Normal,2015
Texas,481450.0,0.0,1.0,None/Apparently Normal,2015
Texas,481451.0,0.0,1.0,None/Apparently Normal,2015
Texas,481452.0,0.0,1.0,None/Apparently Normal,2015
Texas,481454.0,0.0,1.0,None/Apparently Normal,2015
Texas,481470.0,0.0,1.0,None/Apparently Normal,2015
Texas,481474.0,0.0,1.0,None/Apparently Normal,2015
Texas,481482.0,0.0,1.0,None/Apparently Normal,2015
Texas,481485.0,0.0,1.0,"Emotional (depressed, angry, disturbed, etc)",2015
Texas,481489.0,0.0,1.0,None/Apparently Normal,2015
Texas,481492.0,0.0,1.0,None/Apparently Normal,2015
Texas,481497.0,0.0,1.0,None/Apparently Normal,2015
Texas,481506.0,0.0,1.0,None/Apparently Normal,2015
Texas,481508.0,0.0,1.0,None/Apparently Normal,2015
Texas,481513.0,0.0,1.0,None/Apparently Normal,2015
Texas,481514.0,0.0,1.0,None/Apparently Normal,2015
Texas,481515.0,0.0,1.0,None/Apparently Normal,2015
Texas,481517.0,0.0,1.0,None/Apparently Normal,2015
Texas,481521.0,0.0,1.0,None/Apparently Normal,2015
Texas,481522.0,0.0,1.0,"Under the Influence of Alcohol, Drugs or Medication",2015
Texas,481538.0,0.0,1.0,None/Apparently Normal,2015
Texas,481544.0,0.0,1.0,"Under the Influence of Alcohol, Drugs or Medication",2015
Texas,481545.0,0.0,1.0,None/Apparently Normal,2015
Texas,481549.0,0.0,1.0,None/Apparently Normal,2015
Texas,481553.0,0.0,1.0,None/Apparently Normal,2015
Texas,481555.0,0.0,1.0,"Under the Influence of Alcohol, Drugs or Medication",2015
Texas,481581.0,0.0,1.0,None/Apparently Normal,2015
Texas,481582.0,0.0,1.0,None/Apparently Normal,2015
Texas,481584.0,0.0,1.0,None/Apparently Normal,2015
Texas,481585.0,0.0,1.0,"Under the Influence of Alcohol, Drugs or Medication",2015
Texas,481594.0,0.0,1.0,"Under the Influence of Alcohol, Drugs or Medication",2015
Texas,481602.0,0.0,1.0,"Ill, Blackout",2015
Texas,481604.0,0.0,1.0,None/Apparently Normal,2015
Texas,481609.0,0.0,1.0,Impaired Due to Previous Injury,2015
Texas,481626.0,0.0,1.0,None/Apparently Normal,2015
Texas,481632.0,0.0,1.0,None/Apparently Normal,2015
Texas,481633.0,0.0,1.0,None/Apparently Normal,2015
Texas,481648.0,0.0,1.0,"Under the Influence of Alcohol, Drugs or Medication",2015
Texas,481652.0,0.0,1.0,None/Apparently Normal,2015
Texas,481656.0,0.0,1.0,None/Apparently Normal,2015
Texas,481665.0,0.0,1.0,None/Apparently Normal,2015
Texas,481673.0,0.0,1.0,None/Apparently Normal,2015
Texas,481687.0,0.0,1.0,None/Apparently Normal,2015
Texas,481708.0,0.0,1.0,None/Apparently Normal,2015
Texas,481713.0,0.0,1.0,None/Apparently Normal,2015
Texas,481713.0,0.0,2.0,None/Apparently Normal,2015
Texas,481714.0,0.0,1.0,None/Apparently Normal,2015
Texas,481719.0,0.0,1.0,None/Apparently Normal,2015
Texas,481724.0,0.0,1.0,None/Apparently Normal,2015
Texas,481724.0,0.0,2.0,None/Apparently Normal,2015
Texas,481727.0,0.0,1.0,None/Apparently Normal,2015
Texas,481738.0,0.0,1.0,None/Apparently Normal,2015
Texas,481744.0,0.0,1.0,None/Apparently Normal,2015
Texas,481744.0,0.0,2.0,None/Apparently Normal,2015
Texas,481759.0,0.0,1.0,None/Apparently Normal,2015
Texas,481760.0,0.0,1.0,"Under the Influence of Alcohol, Drugs or Medication",2015
Texas,481761.0,0.0,1.0,None/Apparently Normal,2015
Texas,481766.0,0.0,1.0,None/Apparently Normal,2015
Texas,481785.0,0.0,1.0,None/Apparently Normal,2015
Texas,481789.0,0.0,1.0,None/Apparently Normal,2015
Texas,481792.0,0.0,1.0,None/Apparently Normal,2015
Texas,481793.0,0.0,1.0,None/Apparently Normal,2015
Texas,481796.0,0.0,1.0,None/Apparently Normal,2015
Texas,481797.0,0.0,1.0,None/Apparently Normal,2015
Texas,481801.0,0.0,1.0,None/Apparently Normal,2015
Texas,481833.0,0.0,1.0,None/Apparently Normal,2015
Texas,481835.0,0.0,1.0,None/Apparently Normal,2015
Texas,481846.0,0.0,1.0,None/Apparently Normal,2015
Texas,481848.0,0.0,1.0,None/Apparently Normal,2015
Texas,481849.0,0.0,1.0,"Under the Influence of Alcohol, Drugs or Medication",2015
Texas,481858.0,0.0,1.0,None/Apparently Normal,2015
Texas,481867.0,0.0,1.0,None/Apparently Normal,2015
Texas,481884.0,0.0,1.0,None/Apparently Normal,2015
Texas,481886.0,0.0,1.0,None/Apparently Normal,2015
Texas,481890.0,0.0,1.0,"Under the Influence of Alcohol, Drugs or Medication",2015
Texas,481891.0,0.0,1.0,None/Apparently Normal,2015
Texas,481898.0,0.0,1.0,None/Apparently Normal,2015
Texas,481910.0,0.0,1.0,None/Apparently Normal,2015
Texas,481910.0,0.0,2.0,None/Apparently Normal,2015
Texas,481925.0,0.0,1.0,None/Apparently Normal,2015
Texas,481936.0,0.0,1.0,None/Apparently Normal,2015
Texas,481942.0,0.0,1.0,None/Apparently Normal,2015
Texas,481950.0,0.0,1.0,None/Apparently Normal,2015
Texas,481950.0,0.0,2.0,None/Apparently Normal,2015
Texas,481953.0,0.0,1.0,None/Apparently Normal,2015
Texas,481959.0,0.0,1.0,None/Apparently Normal,2015
Texas,481962.0,0.0,1.0,None/Apparently Normal,2015
Texas,481980.0,0.0,1.0,None/Apparently Normal,2015
Texas,481982.0,0.0,1.0,None/Apparently Normal,2015
Texas,481984.0,0.0,1.0,None/Apparently Normal,2015
Texas,481989.0,0.0,1.0,None/Apparently Normal,2015
Texas,481991.0,0.0,1.0,None/Apparently Normal,2015
Texas,481994.0,0.0,1.0,None/Apparently Normal,2015
Texas,482000.0,0.0,1.0,None/Apparently Normal,2015
Texas,482009.0,0.0,1.0,None/Apparently Normal,2015
Texas,482010.0,0.0,1.0,None/Apparently Normal,2015
Texas,482011.0,0.0,1.0,None/Apparently Normal,2015
Texas,482016.0,0.0,1.0,None/Apparently Normal,2015
Texas,482020.0,0.0,1.0,None/Apparently Normal,2015
Texas,482044.0,0.0,1.0,None/Apparently Normal,2015
Texas,482056.0,0.0,1.0,None/Apparently Normal,2015
Texas,482056.0,0.0,2.0,None/Apparently Normal,2015
Texas,482059.0,0.0,1.0,"Under the Influence of Alcohol, Drugs or Medication",2015
Texas,482063.0,0.0,1.0,None/Apparently Normal,2015
Texas,482066.0,0.0,1.0,"Under the Influence of Alcohol, Drugs or Medication",2015
Texas,482069.0,0.0,1.0,None/Apparently Normal,2015
Texas,482071.0,0.0,1.0,None/Apparently Normal,2015
Texas,482074.0,0.0,1.0,None/Apparently Normal,2015
Texas,482075.0,0.0,1.0,None/Apparently Normal,2015
Texas,482079.0,0.0,1.0,None/Apparently Normal,2015
Texas,482082.0,0.0,1.0,None/Apparently Normal,2015
Texas,482085.0,0.0,1.0,None/Apparently Normal,2015
Texas,482087.0,0.0,1.0,None/Apparently Normal,2015
Texas,482091.0,0.0,1.0,"Under the Influence of Alcohol, Drugs or Medication",2015
Texas,482093.0,0.0,1.0,None/Apparently Normal,2015
Texas,482102.0,0.0,1.0,None/Apparently Normal,2015
Texas,482103.0,0.0,1.0,None/Apparently Normal,2015
Texas,482107.0,0.0,1.0,None/Apparently Normal,2015
Texas,482107.0,0.0,2.0,None/Apparently Normal,2015
Texas,482111.0,0.0,1.0,None/Apparently Normal,2015
Texas,482114.0,0.0,1.0,None/Apparently Normal,2015
Texas,482128.0,0.0,1.0,None/Apparently Normal,2015
Texas,482130.0,0.0,1.0,None/Apparently Normal,2015
Texas,482141.0,0.0,1.0,None/Apparently Normal,2015
Texas,482142.0,0.0,1.0,None/Apparently Normal,2015
Texas,482159.0,0.0,1.0,None/Apparently Normal,2015
Texas,482167.0,0.0,1.0,None/Apparently Normal,2015
Texas,482173.0,0.0,1.0,None/Apparently Normal,2015
Texas,482176.0,0.0,1.0,None/Apparently Normal,2015
Texas,482178.0,0.0,1.0,None/Apparently Normal,2015
Texas,482181.0,0.0,1.0,None/Apparently Normal,2015
Texas,482185.0,0.0,1.0,None/Apparently Normal,2015
Texas,482185.0,0.0,2.0,None/Apparently Normal,2015
Texas,482187.0,0.0,1.0,None/Apparently Normal,2015
Texas,482198.0,0.0,1.0,None/Apparently Normal,2015
Texas,482203.0,0.0,1.0,None/Apparently Normal,2015
Texas,482211.0,0.0,1.0,None/Apparently Normal,2015
Texas,482228.0,0.0,1.0,None/Apparently Normal,2015
Texas,482238.0,0.0,1.0,None/Apparently Normal,2015
Texas,482239.0,0.0,1.0,"Under the Influence of Alcohol, Drugs or Medication",2015
Texas,482241.0,0.0,1.0,None/Apparently Normal,2015
Texas,482247.0,0.0,1.0,None/Apparently Normal,2015
Texas,482248.0,0.0,1.0,None/Apparently Normal,2015
Texas,482250.0,0.0,1.0,None/Apparently Normal,2015
Texas,482255.0,0.0,1.0,None/Apparently Normal,2015
Texas,482258.0,0.0,1.0,None/Apparently Normal,2015
Texas,482260.0,0.0,1.0,"Ill, Blackout",2015
Texas,482260.0,0.0,1.0,"Under the Influence of Alcohol, Drugs or Medication",2015
Texas,482261.0,0.0,1.0,None/Apparently Normal,2015
Texas,482263.0,0.0,1.0,None/Apparently Normal,2015
Texas,482263.0,0.0,2.0,None/Apparently Normal,2015
Texas,482275.0,0.0,1.0,"Ill, Blackout",2015
Texas,482276.0,0.0,1.0,None/Apparently Normal,2015
Texas,482279.0,0.0,1.0,Blind,2015
Texas,482291.0,0.0,1.0,None/Apparently Normal,2015
Texas,482294.0,0.0,1.0,None/Apparently Normal,2015
Texas,482297.0,0.0,1.0,None/Apparently Normal,2015
Texas,482300.0,0.0,1.0,None/Apparently Normal,2015
Texas,482309.0,0.0,1.0,None/Apparently Normal,2015
Texas,482309.0,0.0,2.0,None/Apparently Normal,2015
Texas,482311.0,0.0,1.0,None/Apparently Normal,2015
Texas,482325.0,0.0,1.0,None/Apparently Normal,2015
Texas,482340.0,0.0,1.0,"Under the Influence of Alcohol, Drugs or Medication",2015
Texas,482349.0,0.0,1.0,None/Apparently Normal,2015
Texas,482357.0,0.0,1.0,None/Apparently Normal,2015
Texas,482361.0,0.0,1.0,"Under the Influence of Alcohol, Drugs or Medication",2015
Texas,482363.0,0.0,1.0,None/Apparently Normal,2015
Texas,482366.0,0.0,1.0,None/Apparently Normal,2015
Texas,482374.0,0.0,1.0,None/Apparently Normal,2015
Texas,482376.0,0.0,1.0,None/Apparently Normal,2015
Texas,482382.0,0.0,1.0,None/Apparently Normal,2015
Texas,482396.0,0.0,1.0,None/Apparently Normal,2015
Texas,482397.0,0.0,1.0,None/Apparently Normal,2015
Texas,482401.0,0.0,1.0,None/Apparently Normal,2015
Texas,482403.0,0.0,1.0,None/Apparently Normal,2015
Texas,482409.0,0.0,1.0,None/Apparently Normal,2015
Texas,482409.0,0.0,2.0,None/Apparently Normal,2015
Texas,482412.0,0.0,1.0,"Under the Influence of Alcohol, Drugs or Medication",2015
Texas,482425.0,0.0,1.0,None/Apparently Normal,2015
Texas,482434.0,0.0,1.0,None/Apparently Normal,2015
Texas,482438.0,0.0,1.0,None/Apparently Normal,2015
Texas,482448.0,0.0,1.0,None/Apparently Normal,2015
Texas,482455.0,0.0,1.0,None/Apparently Normal,2015
Texas,482458.0,0.0,1.0,None/Apparently Normal,2015
Texas,482462.0,0.0,1.0,None/Apparently Normal,2015
Texas,482462.0,0.0,2.0,None/Apparently Normal,2015
Texas,482462.0,0.0,3.0,None/Apparently Normal,2015
Texas,482471.0,0.0,1.0,None/Apparently Normal,2015
Texas,482472.0,0.0,1.0,None/Apparently Normal,2015
Texas,482475.0,0.0,1.0,"Under the Influence of Alcohol, Drugs or Medication",2015
Texas,482478.0,0.0,1.0,None/Apparently Normal,2015
Texas,482480.0,0.0,1.0,None/Apparently Normal,2015
Texas,482493.0,0.0,1.0,None/Apparently Normal,2015
Texas,482493.0,0.0,2.0,None/Apparently Normal,2015
Texas,482504.0,0.0,1.0,None/Apparently Normal,2015
Texas,482505.0,0.0,1.0,None/Apparently Normal,2015
Texas,482505.0,0.0,2.0,None/Apparently Normal,2015
Texas,482508.0,0.0,1.0,None/Apparently Normal,2015
Texas,482515.0,0.0,1.0,None/Apparently Normal,2015
Texas,482515.0,0.0,2.0,None/Apparently Normal,2015
Texas,482534.0,0.0,1.0,None/Apparently Normal,2015
Texas,482540.0,0.0,1.0,None/Apparently Normal,2015
Texas,482542.0,0.0,1.0,"Under the Influence of Alcohol, Drugs or Medication",2015
Texas,482543.0,0.0,1.0,"Under the Influence of Alcohol, Drugs or Medication",2015
Texas,482544.0,0.0,1.0,None/Apparently Normal,2015
Texas,482546.0,0.0,1.0,None/Apparently Normal,2015
Texas,482550.0,0.0,1.0,None/Apparently Normal,2015
Texas,482550.0,0.0,2.0,None/Apparently Normal,2015
Texas,482551.0,0.0,1.0,None/Apparently Normal,2015
Texas,482553.0,0.0,1.0,None/Apparently Normal,2015
Texas,482555.0,0.0,1.0,None/Apparently Normal,2015
Texas,482556.0,0.0,1.0,None/Apparently Normal,2015
Texas,482557.0,0.0,1.0,None/Apparently Normal,2015
Texas,482561.0,0.0,1.0,None/Apparently Normal,2015
Texas,482564.0,0.0,1.0,None/Apparently Normal,2015
Texas,482567.0,0.0,1.0,None/Apparently Normal,2015
Texas,482570.0,0.0,1.0,None/Apparently Normal,2015
Texas,482570.0,0.0,2.0,None/Apparently Normal,2015
Texas,482571.0,0.0,1.0,"Under the Influence of Alcohol, Drugs or Medication",2015
Texas,482576.0,0.0,1.0,None/Apparently Normal,2015
Texas,482581.0,0.0,1.0,"Under the Influence of Alcohol, Drugs or Medication",2015
Texas,482582.0,0.0,1.0,None/Apparently Normal,2015
Texas,482587.0,0.0,1.0,None/Apparently Normal,2015
Texas,482594.0,0.0,1.0,None/Apparently Normal,2015
Texas,482596.0,0.0,1.0,None/Apparently Normal,2015
Texas,482600.0,0.0,1.0,"Under the Influence of Alcohol, Drugs or Medication",2015
Texas,482607.0,0.0,1.0,None/Apparently Normal,2015
Texas,482611.0,0.0,1.0,None/Apparently Normal,2015
Texas,482618.0,0.0,1.0,None/Apparently Normal,2015
Texas,482620.0,0.0,1.0,None/Apparently Normal,2015
Texas,482623.0,0.0,1.0,None/Apparently Normal,2015
Texas,482626.0,0.0,1.0,None/Apparently Normal,2015
Texas,482626.0,0.0,2.0,None/Apparently Normal,2015
Texas,482628.0,0.0,1.0,"Under the Influence of Alcohol, Drugs or Medication",2015
Texas,482639.0,0.0,1.0,None/Apparently Normal,2015
Texas,482645.0,0.0,1.0,None/Apparently Normal,2015
Texas,482657.0,0.0,1.0,None/Apparently Normal,2015
Texas,482658.0,0.0,1.0,None/Apparently Normal,2015
Texas,482660.0,0.0,1.0,None/Apparently Normal,2015
Texas,482660.0,0.0,2.0,None/Apparently Normal,2015
Texas,482662.0,0.0,1.0,None/Apparently Normal,2015
Texas,482665.0,0.0,1.0,None/Apparently Normal,2015
Texas,482667.0,0.0,1.0,None/Apparently Normal,2015
Texas,482671.0,0.0,1.0,"Emotional (depressed, angry, disturbed, etc)",2015
Texas,482671.0,0.0,2.0,"Emotional (depressed, angry, disturbed, etc)",2015
Texas,482675.0,0.0,1.0,None/Apparently Normal,2015
Texas,482679.0,0.0,1.0,"Ill, Blackout",2015
Texas,482680.0,0.0,1.0,None/Apparently Normal,2015
Texas,482681.0,0.0,1.0,None/Apparently Normal,2015
Texas,482684.0,0.0,1.0,None/Apparently Normal,2015
Texas,482685.0,0.0,1.0,None/Apparently Normal,2015
Texas,482689.0,0.0,1.0,None/Apparently Normal,2015
Texas,482690.0,0.0,1.0,None/Apparently Normal,2015
Texas,482691.0,0.0,1.0,None/Apparently Normal,2015
Texas,482693.0,0.0,1.0,None/Apparently Normal,2015
Texas,482699.0,0.0,1.0,None/Apparently Normal,2015
Texas,482705.0,0.0,1.0,None/Apparently Normal,2015
Texas,482705.0,0.0,2.0,None/Apparently Normal,2015
Texas,482709.0,0.0,1.0,None/Apparently Normal,2015
Texas,482723.0,0.0,1.0,None/Apparently Normal,2015
Texas,482724.0,0.0,1.0,None/Apparently Normal,2015
Texas,482726.0,0.0,1.0,None/Apparently Normal,2015
Texas,482727.0,0.0,1.0,None/Apparently Normal,2015
Texas,482738.0,0.0,1.0,"Under the Influence of Alcohol, Drugs or Medication",2015
Texas,482741.0,0.0,1.0,None/Apparently Normal,2015
Texas,482743.0,0.0,1.0,None/Apparently Normal,2015
Texas,482759.0,0.0,1.0,None/Apparently Normal,2015
Texas,482761.0,0.0,1.0,None/Apparently Normal,2015
Texas,482763.0,0.0,1.0,None/Apparently Normal,2015
Texas,482770.0,0.0,1.0,None/Apparently Normal,2015
Texas,482770.0,0.0,2.0,None/Apparently Normal,2015
Texas,482772.0,0.0,1.0,None/Apparently Normal,2015
Texas,482777.0,0.0,1.0,None/Apparently Normal,2015
Texas,482777.0,0.0,2.0,None/Apparently Normal,2015
Texas,482784.0,0.0,1.0,None/Apparently Normal,2015
Texas,482787.0,0.0,1.0,None/Apparently Normal,2015
Texas,482790.0,0.0,1.0,None/Apparently Normal,2015
Texas,482806.0,0.0,1.0,None/Apparently Normal,2015
Texas,482808.0,0.0,1.0,"Under the Influence of Alcohol, Drugs or Medication",2015
Texas,482809.0,0.0,1.0,None/Apparently Normal,2015
Texas,482811.0,0.0,1.0,None/Apparently Normal,2015
Texas,482821.0,0.0,1.0,None/Apparently Normal,2015
Texas,482825.0,0.0,1.0,None/Apparently Normal,2015
Texas,482829.0,0.0,1.0,None/Apparently Normal,2015
Texas,482832.0,0.0,1.0,None/Apparently Normal,2015
Texas,482834.0,0.0,1.0,"Under the Influence of Alcohol, Drugs or Medication",2015
Texas,482835.0,0.0,1.0,None/Apparently Normal,2015
Texas,482838.0,0.0,1.0,None/Apparently Normal,2015
Texas,482840.0,0.0,1.0,None/Apparently Normal,2015
Texas,482841.0,0.0,1.0,"Under the Influence of Alcohol, Drugs or Medication",2015
Texas,482842.0,0.0,1.0,"Under the Influence of Alcohol, Drugs or Medication",2015
Texas,482844.0,0.0,1.0,"Under the Influence of Alcohol, Drugs or Medication",2015
Texas,482849.0,0.0,1.0,None/Apparently Normal,2015
Texas,482850.0,0.0,1.0,"Under the Influence of Alcohol, Drugs or Medication",2015
Texas,482858.0,0.0,1.0,"Under the Influence of Alcohol, Drugs or Medication",2015
Texas,482863.0,0.0,1.0,None/Apparently Normal,2015
Texas,482873.0,0.0,1.0,None/Apparently Normal,2015
Texas,482888.0,0.0,1.0,None/Apparently Normal,2015
Texas,482891.0,0.0,1.0,None/Apparently Normal,2015
Texas,482894.0,0.0,1.0,None/Apparently Normal,2015
Texas,482904.0,0.0,1.0,None/Apparently Normal,2015
Texas,482904.0,0.0,2.0,None/Apparently Normal,2015
Texas,482906.0,0.0,1.0,None/Apparently Normal,2015
Texas,482909.0,0.0,1.0,None/Apparently Normal,2015
Texas,482913.0,0.0,1.0,None/Apparently Normal,2015
Texas,482914.0,0.0,1.0,None/Apparently Normal,2015
Texas,482924.0,0.0,1.0,"Under the Influence of Alcohol, Drugs or Medication",2015
Texas,482926.0,0.0,1.0,"Under the Influence of Alcohol, Drugs or Medication",2015
Texas,482929.0,0.0,1.0,None/Apparently Normal,2015
Texas,482933.0,0.0,1.0,None/Apparently Normal,2015
Texas,482938.0,0.0,1.0,None/Apparently Normal,2015
Texas,482949.0,0.0,1.0,None/Apparently Normal,2015
Texas,482950.0,0.0,1.0,None/Apparently Normal,2015
Texas,482951.0,0.0,1.0,None/Apparently Normal,2015
Texas,482952.0,0.0,1.0,None/Apparently Normal,2015
Texas,482958.0,0.0,1.0,None/Apparently Normal,2015
Texas,482961.0,0.0,1.0,None/Apparently Normal,2015
Texas,482965.0,0.0,1.0,None/Apparently Normal,2015
Texas,482975.0,0.0,1.0,None/Apparently Normal,2015
Texas,482981.0,0.0,1.0,"Under the Influence of Alcohol, Drugs or Medication",2015
Texas,482983.0,0.0,1.0,None/Apparently Normal,2015
Texas,482985.0,0.0,1.0,None/Apparently Normal,2015
Texas,482986.0,0.0,1.0,None/Apparently Normal,2015
Texas,482987.0,0.0,1.0,None/Apparently Normal,2015
Texas,482993.0,0.0,1.0,None/Apparently Normal,2015
Texas,482997.0,0.0,1.0,None/Apparently Normal,2015
Texas,483000.0,0.0,1.0,None/Apparently Normal,2015
Texas,483000.0,0.0,2.0,None/Apparently Normal,2015
Texas,483000.0,0.0,3.0,None/Apparently Normal,2015
Texas,483010.0,0.0,1.0,None/Apparently Normal,2015
Texas,483017.0,0.0,1.0,None/Apparently Normal,2015
Texas,483021.0,0.0,1.0,None/Apparently Normal,2015
Texas,483023.0,0.0,1.0,None/Apparently Normal,2015
Texas,483024.0,0.0,1.0,None/Apparently Normal,2015
Texas,483025.0,0.0,1.0,None/Apparently Normal,2015
Texas,483034.0,0.0,1.0,"Under the Influence of Alcohol, Drugs or Medication",2015
Texas,483037.0,0.0,1.0,"Under the Influence of Alcohol, Drugs or Medication",2015
Texas,483042.0,0.0,1.0,None/Apparently Normal,2015
Texas,483045.0,0.0,1.0,None/Apparently Normal,2015
Texas,483049.0,0.0,1.0,None/Apparently Normal,2015
Texas,483054.0,0.0,1.0,None/Apparently Normal,2015
Texas,483056.0,0.0,1.0,None/Apparently Normal,2015
Texas,483060.0,0.0,1.0,None/Apparently Normal,2015
Texas,483061.0,0.0,1.0,None/Apparently Normal,2015
Texas,483071.0,0.0,1.0,None/Apparently Normal,2015
Texas,483072.0,0.0,1.0,None/Apparently Normal,2015
Texas,483079.0,0.0,1.0,None/Apparently Normal,2015
Texas,483083.0,0.0,1.0,None/Apparently Normal,2015
Texas,483089.0,0.0,1.0,"Under the Influence of Alcohol, Drugs or Medication",2015
Texas,483093.0,0.0,1.0,None/Apparently Normal,2015
Texas,483101.0,0.0,1.0,None/Apparently Normal,2015
Texas,483102.0,0.0,1.0,None/Apparently Normal,2015
Texas,483106.0,0.0,1.0,None/Apparently Normal,2015
Texas,483106.0,0.0,2.0,None/Apparently Normal,2015
Texas,483106.0,0.0,3.0,None/Apparently Normal,2015
Texas,483110.0,0.0,1.0,None/Apparently Normal,2015
Texas,483115.0,0.0,1.0,None/Apparently Normal,2015
Texas,483123.0,0.0,1.0,None/Apparently Normal,2015
Texas,483124.0,0.0,1.0,"Under the Influence of Alcohol, Drugs or Medication",2015
Texas,483126.0,0.0,1.0,None/Apparently Normal,2015
Texas,483128.0,0.0,1.0,"Ill, Blackout",2015
Texas,483128.0,0.0,1.0,Other Physical Impairment,2015
Texas,483140.0,0.0,1.0,None/Apparently Normal,2015
Texas,483145.0,0.0,1.0,"Under the Influence of Alcohol, Drugs or Medication",2015
Texas,483147.0,0.0,1.0,None/Apparently Normal,2015
Texas,483151.0,0.0,1.0,None/Apparently Normal,2015
Texas,483161.0,0.0,1.0,None/Apparently Normal,2015
Texas,483172.0,0.0,1.0,None/Apparently Normal,2015
Texas,483174.0,0.0,1.0,None/Apparently Normal,2015
Texas,483181.0,0.0,1.0,None/Apparently Normal,2015
Texas,483185.0,0.0,1.0,None/Apparently Normal,2015
Texas,483188.0,0.0,1.0,None/Apparently Normal,2015
Texas,483196.0,0.0,1.0,None/Apparently Normal,2015
Texas,483197.0,0.0,1.0,None/Apparently Normal,2015
Texas,483205.0,0.0,1.0,None/Apparently Normal,2015
Texas,483206.0,0.0,1.0,None/Apparently Normal,2015
Texas,483210.0,0.0,1.0,None/Apparently Normal,2015
Texas,483218.0,0.0,1.0,None/Apparently Normal,2015
Texas,483221.0,0.0,1.0,None/Apparently Normal,2015
Texas,483222.0,0.0,1.0,None/Apparently Normal,2015
Texas,483228.0,0.0,1.0,None/Apparently Normal,2015
Texas,483229.0,0.0,1.0,None/Apparently Normal,2015
Texas,483234.0,0.0,1.0,None/Apparently Normal,2015
Texas,483238.0,0.0,1.0,None/Apparently Normal,2015
Texas,483241.0,0.0,1.0,None/Apparently Normal,2015
Texas,483241.0,0.0,2.0,None/Apparently Normal,2015
Texas,483243.0,0.0,1.0,None/Apparently Normal,2015
Texas,483249.0,0.0,1.0,None/Apparently Normal,2015
