STATE,ST_CASE,VEH_NO,PER_NO,PBPTYPE,PBAGE,PBSEX,PBCWALK,PBSWALK,PBSZONE,PEDCTYPE,BIKECTYPE,PEDLOC,BIKELOC,PEDPOS,BIKEPOS,PEDDIR,BIKEDIR,MOTDIR,MOTMAN,PEDLEG,PEDSNR,PEDCGP,BIKECGP,YEAR
Texas,480809.0,0.0,1.0,Pedestrian,60 Years,Male,Yes,Unknown,None Noted,Motorist Left Turn - Parallel Paths,Not a Cyclist,Intersection-Related,Not a Cyclist,Travel Lane,Not a Cyclist,Southbound,Not a Cyclist,Northbound,Left Turn,Farside,12b,Crossing Roadway - Vehicle Turning,Not a Cyclist,2014
Texas,480815.0,0.0,1.0,Pedestrian,9 Years,Male,None Noted,None Noted,None Noted,Non-Trafficway - Parking Lot,Not a Cyclist,Non-Trafficway Location,Not a Cyclist,Non-Trafficway - Parking Lot/Other,Not a Cyclist,Not Applicable,Not a Cyclist,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Non-Trafficway,Not a Cyclist,2014
Texas,480815.0,0.0,2.0,Pedestrian,55 Years,Male,None Noted,None Noted,None Noted,Non-Trafficway - Parking Lot,Not a Cyclist,Non-Trafficway Location,Not a Cyclist,Non-Trafficway - Parking Lot/Other,Not a Cyclist,Not Applicable,Not a Cyclist,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Non-Trafficway,Not a Cyclist,2014
Texas,480829.0,0.0,1.0,Pedestrian,71 Years,Male,None Noted,None Noted,None Noted,Pedestrian Failed to Yield,Not a Cyclist,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Crossing Roadway - Vehicle Not Turning,Not a Cyclist,2014
Texas,480833.0,0.0,1.0,Pedestrian,69 Years,Male,None Noted,None Noted,None Noted,Walking/Running Along Roadway - Direction / Position Unknown,Not a Cyclist,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Walking/Running Along Roadway,Not a Cyclist,2014
Texas,480837.0,0.0,1.0,Bicyclist,38 Years,Male,None Noted,None Noted,None Noted,Not a Pedestrian,Motorist Overtaking - Other/ Unknown,Not a Pedestrian,Not At Intersection,Not a Pedestrian,Travel Lane,Not a Pedestrian,With Traffic,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Motorist Overtaking Bicyclist,2014
Texas,480844.0,0.0,1.0,Pedestrian,60 Years,Male,None Noted,None Noted,None Noted,Not At Intersection - Other / Unknown,Not a Cyclist,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other / Unknown - Insufficient Details,Not a Cyclist,2014
Texas,480874.0,0.0,1.0,Pedestrian,22 Years,Male,None Noted,None Noted,None Noted,Crossing an Expressway,Not a Cyclist,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Crossing Expressway,Not a Cyclist,2014
Texas,480876.0,0.0,1.0,Pedestrian,29 Years,Male,None Noted,None Noted,None Noted,Not At Intersection - Other / Unknown,Not a Cyclist,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other / Unknown - Insufficient Details,Not a Cyclist,2014
Texas,480887.0,0.0,1.0,Pedestrian,66 Years,Male,None Noted,Yes,None Noted,Pedestrian Failed to Yield,Not a Cyclist,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Crossing Roadway - Vehicle Not Turning,Not a Cyclist,2014
Texas,480889.0,0.0,1.0,Pedestrian,54 Years,Male,None Noted,None Noted,None Noted,Pedestrian Failed to Yield,Not a Cyclist,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Crossing Roadway - Vehicle Not Turning,Not a Cyclist,2014
Texas,480896.0,0.0,1.0,Pedestrian,52 Years,Male,None Noted,None Noted,None Noted,Walking/Running Along Roadway - Direction / Position Unknown,Not a Cyclist,Not At Intersection,Not a Cyclist,Paved Shoulder / Bicycle Lane / Parking Lane,Not a Cyclist,Not Applicable,Not a Cyclist,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Walking/Running Along Roadway,Not a Cyclist,2014
Texas,480900.0,0.0,1.0,Pedestrian,31 Years,Female,None Noted,None Noted,None Noted,Pedestrian Failed to Yield,Not a Cyclist,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Crossing Roadway - Vehicle Not Turning,Not a Cyclist,2014
Texas,480902.0,0.0,1.0,Pedestrian,47 Years,Male,None Noted,None Noted,None Noted,Walking/Running Along Roadway With Traffic - From Behind,Not a Cyclist,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Walking/Running Along Roadway,Not a Cyclist,2014
Texas,480903.0,0.0,1.0,Pedestrian,42 Years,Male,None Noted,None Noted,None Noted,Walking/Running Along Roadway - Direction / Position Unknown,Not a Cyclist,Not At Intersection,Not a Cyclist,Paved Shoulder / Bicycle Lane / Parking Lane,Not a Cyclist,Not Applicable,Not a Cyclist,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Walking/Running Along Roadway,Not a Cyclist,2014
Texas,480915.0,0.0,1.0,Pedestrian,53 Years,Female,None Noted,None Noted,None Noted,Not At Intersection - Other / Unknown,Not a Cyclist,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other / Unknown - Insufficient Details,Not a Cyclist,2014
Texas,480919.0,0.0,1.0,Pedestrian,36 Years,Male,None Noted,None Noted,None Noted,Pedestrian Failed to Yield,Not a Cyclist,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Crossing Roadway - Vehicle Not Turning,Not a Cyclist,2014
Texas,480926.0,0.0,1.0,Pedestrian,32 Years,Male,Yes,None Noted,None Noted,Motorist Failed to Yield,Not a Cyclist,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Eastbound,Not a Cyclist,Northbound,Straight through,Nearside,1a,Crossing Roadway - Vehicle Not Turning,Not a Cyclist,2014
Texas,480929.0,0.0,1.0,Pedestrian,29 Years,Male,None Noted,None Noted,None Noted,Lying in Roadway,Not a Cyclist,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Pedestrian in Roadway - Circumstances Unknown,Not a Cyclist,2014
Texas,480945.0,0.0,1.0,Pedestrian,26 Years,Male,None Noted,None Noted,None Noted,Pedestrian Failed to Yield,Not a Cyclist,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Crossing Roadway - Vehicle Not Turning,Not a Cyclist,2014
Texas,480948.0,0.0,1.0,Pedestrian,24 Years,Female,None Noted,None Noted,None Noted,Other Unusual Circumstances,Not a Cyclist,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Unusual Circumstances,Not a Cyclist,2014
Texas,480956.0,0.0,1.0,Pedestrian,43 Years,Male,None Noted,None Noted,None Noted,Disabled Vehicle-Related,Not a Cyclist,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Unusual Circumstances,Not a Cyclist,2014
Texas,480969.0,0.0,1.0,Pedestrian,44 Years,Male,Yes,Unknown,None Noted,Motorist Failed to Yield,Not a Cyclist,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Unknown Initial Direction of Travel,Not a Cyclist,Westbound,Straight through,Farside,3c,Crossing Roadway - Vehicle Not Turning,Not a Cyclist,2014
Texas,480982.0,0.0,1.0,Pedestrian,21 Years,Male,None Noted,None Noted,None Noted,Dash,Not a Cyclist,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Dash / Dart-Out,Not a Cyclist,2014
Texas,480990.0,0.0,1.0,Pedestrian,75 Years,Male,None Noted,None Noted,None Noted,Lying in Roadway,Not a Cyclist,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Pedestrian in Roadway - Circumstances Unknown,Not a Cyclist,2014
Texas,480992.0,0.0,1.0,Pedestrian,40 Years,Male,None Noted,None Noted,None Noted,Lying in Roadway,Not a Cyclist,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Pedestrian in Roadway - Circumstances Unknown,Not a Cyclist,2014
Texas,481003.0,0.0,1.0,Bicyclist,20 Years,Male,None Noted,None Noted,None Noted,Not a Pedestrian,Motorist Overtaking - Other/ Unknown,Not a Pedestrian,Not At Intersection,Not a Pedestrian,Bicycle Lane / Paved Shoulder / Parking Lane,Not a Pedestrian,With Traffic,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Motorist Overtaking Bicyclist,2014
Texas,481013.0,0.0,1.0,Pedestrian,65 Years,Female,Yes,None Noted,None Noted,Pedestrian Failed to Yield,Not a Cyclist,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Crossing Roadway - Vehicle Not Turning,Not a Cyclist,2014
Texas,481015.0,0.0,1.0,Bicyclist,8 Years,Male,None Noted,None Noted,None Noted,Not a Pedestrian,"Bicyclist Ride-Out - Driveway, Unknown Type",Not a Pedestrian,Not At Intersection,Not a Pedestrian,Travel Lane,Not a Pedestrian,Not applicable,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Bicyclist Failed to Yield - Midblock,2014
Texas,481021.0,0.0,1.0,Pedestrian,35 Years,Male,None Noted,None Noted,None Noted,Lying in Roadway,Not a Cyclist,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Pedestrian in Roadway - Circumstances Unknown,Not a Cyclist,2014
Texas,481027.0,0.0,1.0,Pedestrian,Unknown,Male,None Noted,None Noted,None Noted,Other Unusual Circumstances,Not a Cyclist,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Unusual Circumstances,Not a Cyclist,2014
Texas,481028.0,0.0,1.0,Pedestrian,54 Years,Male,None Noted,None Noted,None Noted,Lying in Roadway,Not a Cyclist,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Pedestrian in Roadway - Circumstances Unknown,Not a Cyclist,2014
Texas,481030.0,0.0,1.0,Pedestrian,75 Years,Male,None Noted,None Noted,None Noted,Dash,Not a Cyclist,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Dash / Dart-Out,Not a Cyclist,2014
Texas,481039.0,0.0,1.0,Pedestrian,51 Years,Male,None Noted,None Noted,None Noted,Pedestrian Failed to Yield,Not a Cyclist,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Crossing Roadway - Vehicle Not Turning,Not a Cyclist,2014
Texas,481040.0,0.0,1.0,Pedestrian,29 Years,Male,None Noted,None Noted,None Noted,Not At Intersection - Other / Unknown,Not a Cyclist,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other / Unknown - Insufficient Details,Not a Cyclist,2014
Texas,481058.0,0.0,1.0,Pedestrian,55 Years,Male,Unknown,None Noted,None Noted,Dash,Not a Cyclist,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Westbound,Not a Cyclist,Southbound,Straight through,Nearside,1a,Dash / Dart-Out,Not a Cyclist,2014
Texas,481060.0,0.0,1.0,Pedestrian,22 Years,Male,None Noted,None Noted,None Noted,Crossing an Expressway,Not a Cyclist,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Crossing Expressway,Not a Cyclist,2014
Texas,481061.0,0.0,1.0,Pedestrian,55 Years,Male,None Noted,None Noted,None Noted,Disabled Vehicle-Related,Not a Cyclist,Not At Intersection,Not a Cyclist,Paved Shoulder / Bicycle Lane / Parking Lane,Not a Cyclist,Not Applicable,Not a Cyclist,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Unusual Circumstances,Not a Cyclist,2014
Texas,481079.0,0.0,1.0,Pedestrian,65 Years,Male,None Noted,None Noted,None Noted,Pedestrian Failed to Yield,Not a Cyclist,Intersection-Related,Not a Cyclist,Travel Lane,Not a Cyclist,Eastbound,Not a Cyclist,Southbound,Straight through,Farside,4b,Crossing Roadway - Vehicle Not Turning,Not a Cyclist,2014
Texas,481081.0,0.0,1.0,Pedestrian,34 Years,Male,None Noted,None Noted,None Noted,Crossing an Expressway,Not a Cyclist,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Crossing Expressway,Not a Cyclist,2014
Texas,481084.0,0.0,1.0,Pedestrian,44 Years,Male,None Noted,Yes,None Noted,Motorist Exiting Driveway or Alley,Not a Cyclist,Not At Intersection,Not a Cyclist,Sidewalk / Shared-Use Path / Driveway Access,Not a Cyclist,Not Applicable,Not a Cyclist,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Driveway Access/Driveway Access Related,Not a Cyclist,2014
Texas,481088.0,0.0,1.0,Pedestrian,28 Years,Male,None Noted,Yes,None Noted,Walking/Running Along Roadway Against Traffic - From Front,Not a Cyclist,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Walking/Running Along Roadway,Not a Cyclist,2014
Texas,481092.0,0.0,1.0,Pedestrian,27 Years,Female,None Noted,None Noted,None Noted,Crossing an Expressway,Not a Cyclist,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Crossing Expressway,Not a Cyclist,2014
Texas,481099.0,0.0,1.0,Pedestrian,25 Years,Male,None Noted,None Noted,None Noted,Lying in Roadway,Not a Cyclist,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Pedestrian in Roadway - Circumstances Unknown,Not a Cyclist,2014
Texas,481100.0,0.0,1.0,Bicyclist,67 Years,Male,None Noted,None Noted,None Noted,Not a Pedestrian,Motorist Overtaking - Undetected Bicyclist,Not a Pedestrian,Intersection-Related,Not a Pedestrian,Bicycle Lane / Paved Shoulder / Parking Lane,Not a Pedestrian,With Traffic,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Motorist Overtaking Bicyclist,2014
Texas,481104.0,0.0,1.0,Pedestrian,52 Years,Male,None Noted,None Noted,None Noted,Pedestrian Failed to Yield,Not a Cyclist,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Crossing Roadway - Vehicle Not Turning,Not a Cyclist,2014
Texas,481106.0,0.0,1.0,Pedestrian,25 Years,Male,None Noted,Yes,None Noted,Walking/Running Along Roadway - Direction / Position Unknown,Not a Cyclist,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Walking/Running Along Roadway,Not a Cyclist,2014
Texas,481111.0,0.0,1.0,Bicyclist,8 Years,Male,None Noted,None Noted,None Noted,Not a Pedestrian,Bicyclist Ride Through - Sign-Controlled Intersection,Not a Pedestrian,At Intersection,Not a Pedestrian,Travel Lane,Not a Pedestrian,Unknown,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Bicyclist Failed to Yield - Sign-Controlled Intersection,2014
Texas,481124.0,0.0,1.0,Pedestrian,74 Years,Male,None Noted,None Noted,None Noted,Crossing an Expressway,Not a Cyclist,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Crossing Expressway,Not a Cyclist,2014
Texas,481132.0,0.0,1.0,Pedestrian,63 Years,Female,Yes,Unknown,None Noted,Motorist Left Turn - Parallel Paths,Not a Cyclist,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Northbound,Not a Cyclist,Southbound,Left Turn,Farside,11b,Crossing Roadway - Vehicle Turning,Not a Cyclist,2014
Texas,481133.0,0.0,1.0,Pedestrian,24 Years,Male,None Noted,None Noted,None Noted,Vehicle-Vehicle / Object,Not a Cyclist,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Unusual Circumstances,Not a Cyclist,2014
Texas,481153.0,0.0,1.0,Pedestrian,49 Years,Female,None Noted,None Noted,None Noted,Pedestrian Failed to Yield,Not a Cyclist,At Intersection,Not a Cyclist,Intersection Area,Not a Cyclist,Not Applicable,Not a Cyclist,Eastbound,Straight through,Unknown,Not Applicable,Crossing Roadway - Vehicle Not Turning,Not a Cyclist,2014
Texas,481155.0,0.0,1.0,Pedestrian,59 Years,Male,None Noted,None Noted,None Noted,Crossing an Expressway,Not a Cyclist,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Crossing Expressway,Not a Cyclist,2014
Texas,481169.0,0.0,1.0,Bicyclist,45 Years,Male,None Noted,None Noted,None Noted,Not a Pedestrian,Motorist Overtaking - Other/ Unknown,Not a Pedestrian,Not At Intersection,Not a Pedestrian,Travel Lane,Not a Pedestrian,With Traffic,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Motorist Overtaking Bicyclist,2014
Texas,481176.0,0.0,1.0,Persons on Personal Conveyances,52 Years,Male,Unknown,Yes,None Noted,Motorist Failed to Yield,Not a Cyclist,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Southbound,Not a Cyclist,Westbound,Straight through,Farside,3b,Crossing Roadway - Vehicle Not Turning,Not a Cyclist,2014
Texas,481184.0,0.0,1.0,Pedestrian,88 Years,Male,None Noted,Unknown,None Noted,Not At Intersection - Other / Unknown,Not a Cyclist,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other / Unknown - Insufficient Details,Not a Cyclist,2014
Texas,481185.0,0.0,1.0,Pedestrian,46 Years,Male,None Noted,Unknown,None Noted,Pedestrian Failed to Yield,Not a Cyclist,At Intersection,Not a Cyclist,Intersection Area,Not a Cyclist,Not Applicable,Not a Cyclist,Westbound,Straight through,Unknown,Not Applicable,Crossing Roadway - Vehicle Not Turning,Not a Cyclist,2014
Texas,481190.0,0.0,1.0,Pedestrian,28 Years,Male,Yes,Unknown,None Noted,Vehicle-Vehicle / Object,Not a Cyclist,At Intersection,Not a Cyclist,Other/Unknown,Not a Cyclist,Unknown Initial Direction of Travel,Not a Cyclist,Southbound,Straight through,Farside,3c,Unusual Circumstances,Not a Cyclist,2014
Texas,481190.0,0.0,2.0,Persons on Personal Conveyances,Less than One Year,Male,Yes,Unknown,None Noted,Vehicle-Vehicle / Object,Not a Cyclist,Intersection-Related,Not a Cyclist,Other/Unknown,Not a Cyclist,Unknown Initial Direction of Travel,Not a Cyclist,Southbound,Straight through,Farside,3c,Unusual Circumstances,Not a Cyclist,2014
Texas,481192.0,0.0,1.0,Pedestrian,27 Years,Male,None Noted,None Noted,None Noted,Pedestrian Loss of Control,Not a Cyclist,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Unusual Circumstances,Not a Cyclist,2014
Texas,481199.0,0.0,1.0,Pedestrian,31 Years,Male,None Noted,None Noted,None Noted,Disabled Vehicle-Related,Not a Cyclist,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Unusual Circumstances,Not a Cyclist,2014
Texas,481211.0,0.0,1.0,Pedestrian,38 Years,Male,None Noted,None Noted,None Noted,Crossing an Expressway,Not a Cyclist,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Crossing Expressway,Not a Cyclist,2014
Texas,481215.0,0.0,1.0,Bicyclist,8 Years,Male,None Noted,None Noted,None Noted,Not a Pedestrian,"Bicyclist Ride-Out - Driveway, Unknown Type",Not a Pedestrian,Not At Intersection,Not a Pedestrian,Travel Lane,Not a Pedestrian,Not applicable,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Bicyclist Failed to Yield - Midblock,2014
Texas,481221.0,0.0,1.0,Pedestrian,30 Years,Male,None Noted,None Noted,None Noted,Pedestrian Failed to Yield,Not a Cyclist,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Crossing Roadway - Vehicle Not Turning,Not a Cyclist,2014
Texas,481225.0,0.0,1.0,Bicyclist,43 Years,Male,None Noted,None Noted,None Noted,Not a Pedestrian,Motorist Overtaking - Undetected Bicyclist,Not a Pedestrian,Not At Intersection,Not a Pedestrian,Travel Lane,Not a Pedestrian,With Traffic,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Motorist Overtaking Bicyclist,2014
Texas,481227.0,0.0,1.0,Pedestrian,52 Years,Female,None Noted,None Noted,None Noted,Walking/Running Along Roadway - Direction / Position Unknown,Not a Cyclist,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Walking/Running Along Roadway,Not a Cyclist,2014
Texas,481231.0,0.0,1.0,Bicyclist,52 Years,Female,None Noted,Unknown,None Noted,Not a Pedestrian,Bicyclist Ride Through - Sign-Controlled Intersection,Not a Pedestrian,At Intersection,Not a Pedestrian,Travel Lane,Not a Pedestrian,With Traffic,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Bicyclist Failed to Yield - Sign-Controlled Intersection,2014
Texas,481232.0,0.0,1.0,Pedestrian,29 Years,Male,None Noted,None Noted,None Noted,Vehicle-Vehicle / Object,Not a Cyclist,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Unusual Circumstances,Not a Cyclist,2014
Texas,481235.0,0.0,1.0,Pedestrian,Less than One Year,Male,None Noted,Yes,None Noted,Backing Vehicle - Driveway Access,Not a Cyclist,Not At Intersection,Not a Cyclist,Sidewalk / Shared-Use Path / Driveway Access,Not a Cyclist,Not Applicable,Not a Cyclist,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Backing Vehicle,Not a Cyclist,2014
Texas,481245.0,0.0,1.0,Pedestrian,16 Years,Male,None Noted,None Noted,None Noted,Walking/Running Along Roadway With Traffic - From Behind,Not a Cyclist,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Walking/Running Along Roadway,Not a Cyclist,2014
Texas,481248.0,0.0,1.0,Pedestrian,35 Years,Male,None Noted,None Noted,None Noted,Lying in Roadway,Not a Cyclist,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Pedestrian in Roadway - Circumstances Unknown,Not a Cyclist,2014
Texas,481251.0,0.0,1.0,Persons on Personal Conveyances,83 Years,Female,None Noted,None Noted,None Noted,Walking in Roadway,Not a Cyclist,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Pedestrian in Roadway - Circumstances Unknown,Not a Cyclist,2014
Texas,481252.0,0.0,1.0,Pedestrian,37 Years,Male,None Noted,None Noted,None Noted,Pedestrian Failed to Yield,Not a Cyclist,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Crossing Roadway - Vehicle Not Turning,Not a Cyclist,2014
Texas,481255.0,0.0,1.0,Pedestrian,57 Years,Male,None Noted,None Noted,None Noted,Pedestrian Failed to Yield,Not a Cyclist,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Crossing Roadway - Vehicle Not Turning,Not a Cyclist,2014
Texas,481270.0,0.0,1.0,Pedestrian,18 Years,Male,None Noted,None Noted,None Noted,Disabled Vehicle-Related,Not a Cyclist,At Intersection,Not a Cyclist,Intersection Area,Not a Cyclist,Unknown Initial Direction of Travel,Not a Cyclist,Westbound,Straight through,Nearside,2c,Unusual Circumstances,Not a Cyclist,2014
Texas,481270.0,0.0,2.0,Pedestrian,7 Years,Female,None Noted,None Noted,None Noted,Disabled Vehicle-Related,Not a Cyclist,At Intersection,Not a Cyclist,Intersection Area,Not a Cyclist,Unknown Initial Direction of Travel,Not a Cyclist,Westbound,Straight through,Nearside,2c,Unusual Circumstances,Not a Cyclist,2014
Texas,481270.0,0.0,3.0,Pedestrian,16 Years,Female,None Noted,None Noted,None Noted,Disabled Vehicle-Related,Not a Cyclist,At Intersection,Not a Cyclist,Intersection Area,Not a Cyclist,Unknown Initial Direction of Travel,Not a Cyclist,Westbound,Straight through,Nearside,2c,Unusual Circumstances,Not a Cyclist,2014
